id,Chicken,Eggs,Strawberries,Avocado,Milk,Cereal,Ice Cream,Chips,Shampoo,Toilet Paper,Grapes,Soda,Laundry Detergent,Cucumber,Yogurt,Pork,Spinach,Dog Food,Bread,Cookies
8459398767,2,2,1,4,2,2,3,5,1,5,4,0,1,3,5,0,0,5,0,4
1533248305,1,1,1,5,1,1,5,5,1,3,3,3,3,1,1,1,5,0,0,4
9876223162,0,4,2,3,4,2,0,5,3,1,5,1,3,1,3,4,2,1,1,3
4845326937,4,5,1,4,4,0,3,1,1,2,3,0,0,2,1,5,4,1,5,3
9046491214,0,4,0,4,3,3,1,0,5,1,5,2,2,4,0,1,0,0,4,4
8565140737,1,0,1,0,2,0,1,2,5,5,4,0,4,4,0,1,4,1,5,5
5631400555,5,3,0,3,5,4,1,1,5,2,0,3,0,1,3,3,4,4,4,4
1591191483,2,3,5,4,3,2,0,4,0,5,2,0,3,5,5,4,1,1,1,1
3154016018,5,5,0,5,2,5,2,2,1,5,4,3,3,0,5,5,2,0,4,5
8153915569,1,5,3,0,1,4,3,4,5,2,4,2,2,4,3,3,2,2,1,0
6155382217,2,0,1,5,3,1,1,5,5,4,2,4,2,5,0,4,4,2,5,3
5256088112,5,2,4,2,5,0,2,3,2,3,5,5,2,1,5,0,2,2,5,1
1076588305,4,1,0,2,3,1,3,5,2,0,2,4,2,2,5,2,5,2,5,1
3797425219,1,4,3,5,1,2,3,5,5,0,0,1,5,2,1,0,1,1,1,3
6656086688,4,4,1,0,0,1,0,1,2,5,5,2,2,5,3,1,4,0,0,0
9154222295,3,5,0,1,0,1,4,3,4,4,1,3,3,2,1,0,4,0,2,4
3979926766,5,4,4,3,3,0,0,2,2,1,2,5,3,0,0,0,0,3,2,0
8452480571,4,4,0,3,4,2,5,0,3,0,5,5,1,0,2,2,4,0,1,2
2995355980,4,3,5,0,2,4,0,3,4,0,3,2,2,4,3,2,5,2,4,4
3074805870,3,5,2,5,2,5,5,2,0,3,3,0,0,5,2,4,4,2,1,3
6493916756,4,5,3,2,4,1,3,3,4,0,4,4,1,3,3,5,0,0,4,2
2063082676,4,2,0,5,2,3,5,4,0,5,1,2,4,0,5,4,1,3,5,0
8743021647,0,5,5,4,3,5,5,2,3,4,4,3,2,3,1,4,5,4,1,2
4702750545,2,4,4,4,4,3,1,0,2,2,2,1,0,4,2,4,5,3,5,4
5712265817,5,1,2,0,5,5,4,1,3,2,0,2,2,4,1,1,4,3,4,3
4715098626,5,5,3,0,2,0,0,4,1,2,2,1,2,4,2,4,5,5,4,4
9018376301,0,1,0,1,1,1,3,1,1,4,3,2,5,3,3,1,1,3,4,1
2315008280,2,2,5,3,4,3,1,1,1,2,4,3,1,1,2,1,4,2,1,3
8118897858,4,1,0,5,5,3,1,2,2,1,3,3,5,2,3,2,4,5,5,4
5053775476,3,0,5,2,2,5,2,4,4,0,5,3,4,0,3,1,1,4,5,4
4964631938,0,4,0,2,2,5,0,3,1,1,4,0,1,1,3,1,3,5,5,3
7966769528,0,5,1,4,4,1,0,5,0,4,4,1,2,2,4,1,5,5,1,1
7897547638,5,2,1,1,1,2,4,4,1,3,0,1,0,3,0,0,0,0,5,1
4387677724,4,0,5,3,5,2,0,1,5,0,0,2,4,5,0,0,5,5,5,4
3298224905,2,1,3,4,5,1,4,1,4,2,3,4,3,5,1,5,2,4,0,1
8150549307,0,4,0,0,4,5,2,2,1,3,1,3,2,0,3,1,4,4,5,4
7647773035,1,0,2,2,4,1,3,0,3,1,5,0,1,1,2,1,4,3,5,5
7617991137,3,5,5,1,3,4,0,4,2,3,3,0,4,0,2,0,5,3,5,5
3231520453,3,2,5,1,3,3,3,4,5,5,0,3,1,0,5,2,4,5,0,4
7771009516,3,4,1,1,0,4,1,1,0,3,3,1,5,1,3,5,0,4,4,4
8312278543,4,2,3,4,1,4,0,3,0,3,0,5,5,5,1,0,3,3,5,5
1522648801,4,5,4,1,4,4,0,3,1,5,0,0,4,2,2,0,2,2,4,0
8618778212,3,0,5,1,4,3,5,5,2,5,3,5,1,0,3,0,1,1,3,0
1639777933,2,5,2,0,4,1,2,0,5,2,0,1,5,1,5,1,1,4,3,3
5579198225,5,0,4,4,5,4,4,3,2,3,1,0,5,2,1,0,1,0,5,4
8232168008,4,2,0,2,2,0,2,0,0,0,1,3,4,5,5,2,5,4,1,5
2878813776,2,2,5,3,5,1,5,0,2,2,0,5,3,1,3,1,2,4,2,4
7493949513,4,0,5,3,3,3,1,0,2,2,3,3,5,4,4,3,1,4,3,4
1935829020,4,5,2,2,1,4,4,5,2,0,2,5,1,2,1,2,2,2,5,4
2278791175,2,5,0,3,4,2,5,1,4,1,5,4,0,0,2,0,3,3,5,2
3750823401,2,3,4,3,5,1,4,3,0,0,4,4,1,4,1,1,4,5,3,0
5607086507,1,2,4,0,1,3,0,3,2,0,3,2,1,3,5,1,4,4,5,4
5833669409,3,2,1,1,4,0,5,1,4,4,5,5,0,3,1,0,4,3,3,4
3573036352,3,4,3,2,0,3,1,3,1,5,3,2,2,5,1,4,2,0,2,2
7955775688,0,1,5,2,3,3,2,4,4,4,0,3,3,4,3,4,3,1,4,0
5337288034,2,3,5,5,4,5,4,2,0,0,2,3,5,4,5,3,1,1,0,4
8387519286,2,2,2,2,2,2,1,2,1,5,5,3,2,2,0,5,3,5,0,3
1275704934,2,1,2,0,5,4,0,1,3,0,4,4,0,4,1,2,1,3,1,3
5354646368,3,3,4,4,4,1,3,0,1,4,2,4,4,3,5,2,2,4,4,2
1081871743,4,1,5,0,4,1,3,5,3,3,4,2,5,1,1,5,1,5,4,2
7015846454,1,1,5,2,4,5,2,5,3,0,1,0,1,3,3,3,3,1,4,2
9438888828,1,1,4,2,1,5,1,2,3,5,0,5,3,2,3,1,4,1,0,2
4355499008,5,0,5,2,5,5,0,1,3,4,0,4,4,0,5,1,5,3,2,0
6758332787,5,1,0,5,3,5,3,0,0,0,2,2,2,1,4,4,0,2,2,2
3989076499,5,4,0,3,5,4,4,1,0,4,2,1,5,2,3,1,3,3,4,1
7043609753,1,0,5,4,3,3,5,1,3,2,1,5,3,0,0,4,2,5,4,1
7674864176,4,5,0,0,1,1,4,0,5,3,3,3,3,0,3,2,0,0,1,5
7665930192,1,4,2,0,1,0,2,2,1,4,1,2,5,1,0,1,3,1,0,5
7477471529,5,1,5,2,1,2,0,5,0,0,0,4,1,0,3,3,2,4,0,2
5522297809,3,5,1,5,0,0,4,1,1,3,1,4,4,4,0,4,2,1,4,5
8093755375,0,4,5,3,0,0,3,4,4,5,3,0,3,2,2,4,4,1,4,4
3896168724,2,5,4,2,0,4,0,3,3,2,2,2,4,4,5,5,1,4,1,3
4944073136,5,3,4,3,0,3,0,1,1,3,3,4,0,1,1,1,5,5,1,5
9578114067,2,4,2,0,0,0,1,1,2,4,5,4,4,4,3,3,1,0,2,4
9951156796,4,5,1,5,2,0,1,2,5,1,2,3,4,2,3,1,3,5,2,1
1647597314,3,0,0,4,3,5,5,1,5,4,2,1,0,0,2,5,4,2,3,0
9058278818,3,5,5,3,5,1,1,2,2,0,0,5,5,1,3,0,4,3,1,1
4835474219,0,3,4,4,0,3,5,3,1,0,1,4,2,0,0,5,0,1,1,1
6824425098,2,5,4,2,3,4,3,3,2,4,4,5,5,0,4,4,0,3,2,2
1379326763,3,1,1,2,1,0,1,1,1,1,0,4,1,0,0,5,3,3,3,1
3034856419,5,0,4,2,3,0,3,1,2,3,3,2,0,3,5,5,0,4,5,1
6929700574,2,3,1,3,0,1,5,5,1,1,2,5,2,4,1,1,1,4,4,0
7169387255,2,4,4,1,4,5,1,0,2,5,3,4,0,5,1,4,3,5,3,0
4850892707,4,4,1,3,5,1,2,0,5,2,0,2,2,5,0,3,4,0,1,2
6961273289,2,1,3,0,1,3,3,5,0,5,4,0,3,3,3,0,2,4,0,1
9379503964,1,0,4,1,1,3,2,5,4,1,0,3,3,4,4,2,5,0,0,3
9897528379,3,3,4,2,0,5,0,1,5,5,5,3,2,4,1,4,1,2,4,5
8905473409,5,2,5,2,3,4,3,0,1,2,2,5,0,2,3,3,0,2,3,2
1640952781,3,1,3,1,5,3,1,5,5,4,1,3,4,1,2,0,2,4,3,2
6248087409,1,2,4,3,4,3,4,0,2,4,1,3,4,5,1,0,2,5,2,1
4185081767,3,1,0,2,3,4,1,0,0,2,5,0,3,5,0,3,2,1,5,0
8166544325,3,1,3,1,5,2,2,0,5,1,1,1,2,4,5,0,2,1,0,1
1351656634,2,4,2,5,0,1,0,5,4,4,2,1,0,1,3,2,0,3,2,5
7594649049,0,0,2,0,4,1,3,0,1,0,2,2,4,2,4,1,3,2,4,4
1608764862,0,4,3,3,0,0,3,0,4,2,2,5,3,1,2,1,0,1,1,3
6102687262,0,0,5,5,0,2,5,3,3,2,3,3,4,5,0,4,5,2,5,2
2031746174,5,4,1,1,0,1,0,3,0,0,2,4,3,4,3,1,3,4,2,4
2382041679,3,5,1,1,4,3,4,1,2,1,2,3,4,3,4,2,0,1,1,1
7639652376,3,1,2,0,2,2,4,4,4,2,4,1,4,5,5,1,5,1,5,2
4280281837,2,1,1,3,0,2,2,4,1,1,0,1,5,3,5,2,3,5,0,3
9816343273,2,3,5,2,2,1,5,2,3,3,2,5,2,5,2,2,3,1,0,4
6647178098,0,3,2,4,1,1,2,4,4,0,4,4,1,3,2,0,1,5,4,4
8468173275,3,3,2,3,1,4,3,5,2,2,3,1,2,1,2,4,5,5,1,4
2315206831,4,4,4,3,3,1,5,2,0,0,0,5,3,1,3,0,4,2,2,5
4142457741,4,3,2,4,1,2,3,2,0,4,1,3,3,0,2,1,3,3,2,0
3735997739,0,4,5,1,0,3,3,2,5,3,3,2,0,2,1,4,4,3,1,3
7836539682,0,2,4,2,3,1,5,5,0,4,3,1,4,1,5,1,2,1,0,0
5725904103,5,4,2,2,2,4,3,5,3,5,1,2,5,5,4,4,0,1,0,1
6381234732,0,0,3,4,1,4,5,4,0,0,5,2,0,0,3,4,1,3,3,3
5330463692,3,1,4,0,2,3,1,2,0,4,0,2,3,0,5,3,2,2,5,3
4607133974,0,1,5,3,0,0,0,5,0,1,1,3,4,4,0,3,5,0,0,4
2084286675,1,0,5,0,5,2,1,1,3,0,3,1,2,4,5,4,2,2,0,5
5886998522,1,0,4,2,1,3,0,0,4,5,1,3,2,0,1,3,4,0,2,5
3609922556,1,2,1,2,4,3,4,2,0,4,5,1,4,4,5,0,0,0,0,1
7944400808,4,3,1,3,0,3,0,5,4,0,5,4,5,5,2,0,3,2,2,4
6841972565,2,0,2,3,0,2,1,0,0,5,0,0,3,3,4,2,1,4,4,4
1769048161,0,2,4,3,5,3,5,2,4,2,0,5,5,0,5,2,4,2,5,3
1851023532,5,0,5,4,1,0,0,5,0,4,5,2,4,5,0,4,1,1,4,3
5494758203,0,4,1,1,2,3,2,3,2,2,3,3,3,3,2,5,5,5,5,4
3947426608,1,4,4,2,5,0,2,5,3,4,2,2,2,0,3,4,3,0,0,5
1312617402,3,2,3,2,2,2,0,4,4,4,3,1,5,5,0,5,2,5,3,1
1785404876,5,0,4,5,3,3,4,4,3,4,1,0,2,5,0,0,2,0,0,5
6600828791,2,0,1,0,4,2,5,3,1,2,5,2,0,2,4,5,5,3,5,5
8845301254,0,4,4,5,3,1,3,0,0,3,5,1,0,2,5,2,2,2,3,1
9734543507,3,0,0,1,3,4,2,3,0,2,3,2,1,3,2,4,4,4,2,2
6994468369,1,1,3,1,4,0,2,1,5,5,2,0,2,0,1,2,3,3,5,3
8568896410,1,2,5,2,1,0,2,2,4,1,0,3,5,5,1,1,4,0,2,2
6307038178,4,0,0,2,1,3,0,0,0,3,4,1,1,0,0,4,1,0,2,2
2248343919,5,4,3,3,0,0,4,5,3,1,2,5,5,3,2,1,2,3,4,0
4367828152,4,5,0,3,0,1,5,5,0,0,3,5,2,4,3,3,0,4,5,1
1784430413,0,2,2,5,0,1,3,4,5,0,0,4,2,3,4,4,1,1,2,4
5127766895,2,4,5,3,5,4,2,2,2,3,1,1,3,0,3,0,4,1,3,5
1437901343,4,4,5,4,1,5,4,1,3,3,3,4,4,3,2,1,4,0,1,4
5679441841,5,3,0,1,0,2,4,3,4,2,0,5,2,4,1,1,1,2,0,2
5737251237,1,2,1,1,0,0,4,2,4,5,5,4,5,4,5,5,3,2,1,3
7183937993,0,2,5,4,2,4,1,5,1,1,1,4,2,0,2,0,0,2,2,3
3859594016,3,1,5,4,5,2,3,1,1,3,4,5,4,3,5,3,2,4,0,0
5087534156,3,2,5,1,0,4,2,4,2,0,2,0,3,2,0,1,2,2,3,2
4103420127,2,2,1,0,1,0,2,1,0,3,1,5,3,0,2,4,2,0,3,5
3951638397,2,5,0,1,1,3,2,5,2,3,5,2,5,2,4,0,0,1,4,3
8329971252,0,2,0,3,1,3,5,1,5,5,4,3,2,5,2,2,3,5,3,5
4680711606,0,2,1,1,0,3,0,0,5,2,4,0,1,5,4,3,5,0,0,0
2741532175,2,0,1,0,2,4,1,3,2,0,5,1,1,0,3,0,5,5,1,1
8626738760,2,2,1,3,4,5,2,0,2,5,4,2,4,5,5,5,3,5,3,4
1939498031,1,5,3,2,2,1,4,1,1,2,4,4,1,1,1,5,1,3,2,3
9306245182,1,4,5,5,1,0,4,0,4,3,2,5,0,4,0,2,5,0,1,0
4689317738,2,1,4,5,0,1,4,2,5,1,2,5,4,0,4,4,2,2,1,0
1999631391,3,0,0,2,0,1,3,5,2,2,5,1,4,5,0,1,5,1,1,4
5284702355,1,2,4,5,3,1,3,3,1,4,5,1,4,2,1,5,5,2,5,4
7576092521,4,3,1,4,5,1,1,3,0,5,3,5,4,5,4,5,5,0,0,1
7275759847,1,3,2,2,0,5,2,4,0,0,4,0,0,5,1,5,1,3,5,3
2739080556,3,4,0,0,4,0,3,3,4,2,5,4,3,3,2,5,4,5,2,3
8643402587,4,1,4,5,0,4,0,5,3,1,0,5,1,0,2,4,5,5,2,4
8783034182,0,5,2,2,1,3,4,5,2,2,5,4,4,3,2,0,1,1,5,5
1371833770,0,2,4,3,0,3,2,0,4,1,2,1,3,1,2,1,3,0,2,2
9264044934,4,4,0,1,5,1,4,5,2,5,1,1,5,4,2,3,0,3,2,4
4248166358,0,2,1,2,4,3,3,4,1,1,5,0,3,3,2,4,5,3,5,0
6666761683,3,5,0,1,2,2,4,5,2,5,4,1,5,0,0,1,2,0,4,5
4941756742,0,0,0,5,2,2,1,1,5,2,2,2,2,4,0,0,3,1,5,4
1845688261,0,4,5,4,4,0,0,2,5,3,5,3,5,1,3,3,1,0,5,1
9144602891,5,4,5,2,5,5,1,5,2,1,2,5,5,5,4,2,4,3,5,1
3864483225,4,5,5,1,4,4,5,3,5,5,5,2,3,0,5,2,0,3,0,2
3156686755,5,1,4,4,2,1,2,4,2,5,5,4,0,5,0,5,5,1,5,5
2189802397,3,5,3,3,5,2,4,5,3,2,1,2,5,2,2,3,5,5,3,0
4693443684,3,4,3,1,4,5,5,2,3,5,4,2,4,5,4,1,5,4,0,5
4154256814,3,4,3,1,5,5,4,2,4,2,2,0,5,4,0,5,1,1,3,4
4044213102,1,3,0,0,2,1,2,2,5,1,0,4,4,1,3,1,1,5,3,0
6089977695,0,2,1,5,1,4,3,0,4,2,5,5,1,1,4,3,1,4,5,3
4057028880,4,1,2,0,2,4,5,4,0,0,1,4,4,1,4,5,1,2,2,4
9425826781,0,0,5,0,0,2,0,5,4,5,5,5,3,0,5,0,2,0,1,4
9387314591,4,3,3,0,0,3,3,5,3,0,0,3,0,3,4,2,3,1,1,3
4172578867,0,3,2,4,0,2,5,1,1,5,4,0,5,4,5,2,5,0,3,3
1023525744,0,3,3,5,2,3,0,5,0,3,0,5,0,1,4,2,2,3,5,2
7588206962,5,5,4,3,3,4,5,3,1,1,3,3,2,1,2,2,0,5,4,5
1106446456,1,4,2,3,4,5,5,2,0,4,5,1,4,0,1,3,5,0,2,3
1389544361,3,1,2,3,3,3,5,3,3,3,3,2,1,0,1,0,4,3,2,5
2827617617,0,0,2,3,5,0,2,5,4,3,4,4,2,4,4,1,5,0,5,1
1152773530,4,0,4,1,1,2,2,3,2,3,1,4,5,0,1,5,1,5,0,4
4790336354,4,5,1,2,1,3,5,4,5,3,1,2,3,4,5,4,1,5,0,5
4435484872,1,2,3,3,1,3,2,1,0,4,4,4,4,1,0,0,4,0,0,0
7790515355,4,1,2,2,0,3,2,5,0,3,0,0,3,2,4,5,2,4,5,1
8120923689,1,4,4,0,2,4,2,4,4,1,5,4,3,3,1,0,3,3,2,4
5911330873,0,0,0,4,1,2,3,4,3,4,5,5,4,1,4,5,4,3,4,5
6314491085,2,2,0,2,2,0,1,1,1,3,1,4,1,4,4,4,1,4,0,4
1213233745,1,0,5,5,0,4,2,5,4,4,1,1,2,4,4,5,2,2,4,0
3003023079,1,1,1,0,3,1,1,4,3,0,1,5,3,5,4,1,5,2,4,5
1983226174,2,3,3,2,4,3,4,3,5,0,0,1,2,1,0,2,0,2,2,4
1216780671,5,2,5,1,1,0,0,5,5,0,2,5,4,0,1,5,3,3,0,1
1578834525,2,3,5,3,3,5,0,1,4,0,0,1,5,4,5,3,1,0,4,1
6113170564,4,2,0,2,3,5,1,2,3,4,5,5,1,4,5,1,0,2,2,2
4741362552,1,4,0,5,2,1,2,4,3,3,4,1,1,3,1,3,2,4,5,1
4070465850,4,0,3,5,5,1,1,0,4,4,4,4,2,3,2,4,1,4,3,2
5473000047,1,2,4,1,3,1,3,5,5,0,3,2,5,5,2,5,3,5,2,3
1240834393,4,2,5,5,0,3,1,5,3,4,0,1,4,5,5,2,5,1,1,4
3451653785,4,5,0,4,5,5,1,5,4,4,0,0,3,5,1,2,3,4,1,5
9936589164,5,3,4,3,3,5,4,2,2,5,2,5,3,0,0,5,3,1,4,4
1818587501,2,4,4,4,2,0,3,5,5,5,2,1,4,1,2,2,3,1,0,3
9698473383,2,1,0,1,4,3,0,0,1,4,1,0,5,3,0,0,4,0,0,0
9854391730,2,2,4,5,2,0,3,1,0,1,0,0,4,3,5,1,5,2,2,2
5519339911,4,3,0,2,4,0,0,5,3,0,4,5,1,3,5,4,1,1,0,5
9087235316,1,5,0,0,1,2,2,3,2,2,1,1,1,4,3,5,0,1,5,1
9351626433,3,0,4,0,3,2,3,5,4,3,4,4,1,4,4,4,1,3,0,3
1410408201,2,5,1,1,1,3,5,4,0,3,1,4,5,2,2,5,5,5,0,0
6873861689,1,4,0,5,0,5,5,4,1,3,4,5,2,5,5,2,3,0,5,1
7713287363,0,3,4,2,3,0,3,4,3,5,0,4,0,2,1,0,5,4,5,3
5142452490,1,4,1,2,2,1,1,0,1,1,1,2,3,4,5,3,3,1,4,4
3869682434,5,1,2,3,1,3,4,4,0,2,0,3,5,2,3,1,4,2,0,1
3846785756,0,4,5,1,3,2,2,0,4,3,5,4,5,4,5,5,4,2,5,3
1086812651,4,2,1,2,1,4,1,3,2,1,2,5,0,1,5,4,3,4,1,1
1343197069,4,0,5,2,3,4,3,4,3,1,4,3,3,5,1,5,1,5,5,2
3321665673,0,2,1,3,3,5,3,1,1,0,0,1,0,3,3,4,2,0,1,2
2376115673,1,3,5,4,2,2,0,5,3,2,0,5,5,4,3,5,1,2,3,5
3864387031,1,4,4,4,4,3,5,5,2,2,3,4,3,1,3,1,2,0,2,2
4603558837,5,4,4,4,1,5,1,1,5,3,5,2,2,4,3,5,4,4,4,0
8014330009,1,1,0,0,1,5,5,5,2,5,5,3,3,5,4,0,3,1,3,0
5993997517,1,5,3,1,1,3,3,4,0,4,2,5,5,1,5,1,3,3,0,5
3934577462,2,2,2,3,1,3,4,2,2,4,4,4,0,5,5,4,3,3,0,5
4862177816,5,3,2,5,1,3,5,3,3,5,2,1,2,0,1,5,2,0,5,1
1724801245,2,2,2,2,3,0,4,5,3,2,2,0,2,2,2,4,5,3,5,4
8435337529,0,3,1,1,3,5,1,0,4,3,4,5,4,4,5,4,2,1,5,1
6540314685,4,0,3,1,4,0,4,0,0,1,3,0,2,0,3,2,4,1,1,0
1247293153,0,5,3,4,1,4,0,0,4,4,4,5,4,3,0,1,3,2,2,5
9733751788,2,2,0,5,5,3,1,2,1,5,1,3,4,2,4,0,0,0,1,5
2361658253,4,4,0,5,3,1,0,5,4,5,1,3,0,1,1,3,1,4,0,0
1481665563,1,0,3,5,3,4,1,1,2,1,2,2,1,0,4,0,3,2,3,3
2062992104,1,2,5,5,2,5,1,0,5,0,5,4,3,0,4,5,5,3,2,5
3149726372,0,2,4,5,2,5,5,3,5,2,0,2,0,4,1,2,3,3,5,4
4841591492,0,5,2,4,1,1,3,3,2,1,5,1,3,3,1,5,3,3,4,3
1181943866,1,3,1,0,1,2,1,4,1,3,3,0,3,2,5,4,4,4,2,1
8492617292,4,1,4,0,2,4,5,1,4,1,0,4,1,1,1,2,5,3,1,0
8284080448,2,2,1,4,0,5,3,1,4,1,5,0,1,3,4,0,1,4,5,1
5328982665,3,5,3,1,1,5,4,5,5,3,3,0,4,1,5,0,3,0,3,4
4277993310,1,1,1,1,5,1,1,1,1,1,0,1,5,1,2,1,3,1,4,0
3535427441,1,4,3,2,4,1,2,3,1,0,4,4,3,1,3,0,5,5,4,3
7917366980,5,5,1,1,5,1,4,5,1,4,4,0,4,2,3,0,5,1,5,1
8273480218,1,1,4,1,4,5,4,4,0,3,3,2,1,4,0,4,2,1,0,4
8359776964,0,3,0,3,5,2,0,5,0,0,1,3,4,5,2,5,2,3,1,2
8981180343,3,5,0,0,2,2,2,1,1,2,2,2,2,3,0,2,5,1,0,1
4788833928,2,0,3,3,1,1,0,3,1,1,4,1,5,1,4,2,2,5,5,0
3002353818,3,5,4,4,2,4,3,1,1,1,5,0,2,4,5,0,3,5,0,4
9343874728,4,3,1,4,1,5,2,0,1,1,5,0,3,4,4,3,1,2,1,3
7346328438,3,2,5,5,0,5,4,3,4,5,1,1,5,0,0,3,5,2,5,3
5518688630,3,0,4,1,0,4,0,1,5,2,2,4,0,2,2,3,4,2,5,0
3510918196,0,5,4,5,5,0,0,1,3,4,1,2,2,1,4,0,2,0,4,1
3854331872,5,2,3,5,1,4,1,1,1,3,0,4,2,5,5,2,3,3,1,0
6514274503,2,1,1,5,4,3,4,1,3,2,4,3,1,5,4,1,5,1,1,5
6244829210,1,1,5,4,1,3,4,0,4,3,3,4,2,3,3,2,0,5,2,5
5436199087,4,4,1,4,0,1,1,3,1,2,3,2,5,1,1,3,5,3,1,4
8591290391,4,5,1,5,5,3,5,1,3,5,3,1,5,4,0,2,1,5,5,4
1868949138,1,5,0,4,2,0,4,5,5,2,4,1,1,2,0,0,5,2,0,5
8029536696,1,0,5,3,1,4,5,0,2,4,4,5,2,4,2,2,4,1,1,0
8519855463,0,5,2,0,4,0,2,0,5,4,0,4,1,0,0,2,1,3,5,5
4826344096,4,0,1,4,5,4,3,1,5,0,2,3,5,3,3,5,4,2,5,4
6831736272,1,1,1,2,0,0,0,4,4,0,3,2,3,4,4,1,0,1,4,1
6483214126,3,0,0,3,1,0,0,2,1,5,0,2,2,1,0,3,2,1,2,0
5618319098,0,5,0,5,2,3,3,0,2,0,5,2,5,2,3,1,2,1,2,0
3015019021,2,0,2,1,4,0,2,5,5,0,5,5,5,1,4,5,2,0,3,5
1308898711,2,3,5,1,0,0,2,2,4,2,1,2,0,3,5,1,1,1,1,2
9513726929,5,0,5,5,3,1,0,3,2,1,4,3,0,5,4,5,1,4,2,1
2128388477,2,2,1,1,1,4,4,1,1,3,5,2,0,1,3,2,0,4,4,2
3683117110,3,4,1,1,4,4,4,0,3,5,0,2,3,4,5,5,4,2,4,2
1476046213,3,1,0,2,2,5,0,3,3,3,2,3,4,0,2,4,5,2,5,3
8512222382,0,2,3,0,3,1,2,1,3,0,5,2,3,4,1,1,3,4,5,2
4137724684,5,5,3,2,5,4,3,4,5,2,4,0,4,1,3,5,5,1,1,3
7066040020,0,5,5,1,3,2,5,4,1,1,0,3,0,4,3,2,2,4,2,5
9588198456,1,5,0,0,4,3,3,0,1,2,4,3,4,1,3,1,3,5,2,5
2792659999,2,4,4,0,4,5,3,3,0,0,4,3,4,1,0,0,4,4,1,1
5267133084,0,3,4,2,2,5,3,0,0,3,4,3,0,5,1,0,4,2,3,0
2068034889,3,4,5,5,4,1,0,4,3,0,2,2,3,0,5,2,1,4,2,1
5533866636,4,3,1,0,1,3,3,4,4,3,5,5,4,0,2,5,5,1,3,5
8059305383,5,0,0,0,2,2,4,1,1,3,5,1,2,3,5,2,4,3,1,1
6518790960,4,5,0,2,5,2,4,0,1,1,4,0,5,0,2,1,2,0,1,5
2716344487,3,0,0,0,4,2,0,0,2,0,1,3,4,1,3,5,5,4,2,3
6636101649,3,2,5,5,0,0,1,0,2,0,0,1,4,0,2,3,4,3,5,1
3764631097,3,0,5,0,3,4,1,0,3,0,2,4,0,5,4,0,3,3,4,1
6344047230,2,0,2,2,2,4,4,3,2,3,2,5,0,3,4,1,3,5,3,2
1574630019,4,3,4,1,5,4,5,5,2,2,2,1,4,2,3,5,1,0,1,5
3572862016,5,1,5,5,5,2,1,2,0,5,4,5,0,5,4,3,1,1,5,5
3812557187,0,4,2,5,3,4,5,2,5,4,1,5,5,3,5,5,5,5,2,5
4109699063,2,5,1,0,0,4,5,0,0,4,1,5,4,0,4,5,0,0,4,2
7521588546,5,2,0,5,3,5,0,4,4,3,4,3,1,5,1,5,2,2,3,2
6507238596,0,4,4,4,4,1,4,2,5,4,3,2,1,4,4,4,5,0,5,3
2640303390,0,4,4,1,5,5,3,5,3,5,0,2,3,0,5,3,4,4,0,4
7301458169,2,2,5,1,0,5,0,4,3,0,2,2,4,4,3,3,4,5,3,5
4890903912,2,3,5,3,4,3,1,4,5,2,5,5,1,5,1,0,4,2,3,1
1351609555,0,1,1,3,5,5,2,2,3,5,3,1,4,1,3,1,3,4,1,0
4291963565,0,5,2,3,3,2,0,1,1,1,1,1,0,4,1,5,4,1,2,0
4700416110,5,0,4,0,5,2,0,4,3,4,2,1,0,0,5,4,1,4,4,4
1421839394,4,4,1,3,0,4,5,2,3,3,5,3,2,4,0,2,0,3,4,4
9607196217,2,3,4,1,5,3,0,0,1,4,0,0,3,0,0,0,0,3,4,5
4249997742,0,2,0,0,4,4,5,0,4,5,5,2,2,2,4,3,2,4,2,2
4450373920,1,4,1,0,3,0,0,3,3,2,2,0,2,0,3,1,4,2,1,0
5453762060,0,4,2,5,4,0,5,5,1,0,0,3,1,1,5,3,4,0,1,0
3163238076,2,3,1,3,2,1,5,1,2,2,2,0,5,3,3,3,0,5,3,3
2164636373,2,2,3,5,1,4,1,3,2,4,2,2,1,3,2,5,1,1,0,2
4885931653,4,1,3,4,0,4,4,0,0,3,1,2,1,0,1,3,0,2,2,2
3827550677,5,1,4,2,1,4,5,3,4,2,4,3,3,5,2,0,3,2,0,3
3111083838,3,2,4,1,3,1,4,4,3,1,4,5,1,0,3,2,0,1,2,3
6379560713,1,0,4,5,3,2,1,0,3,4,2,1,1,1,5,0,4,5,4,5
5979658480,5,1,2,1,5,0,1,3,3,3,2,2,5,2,1,2,3,4,1,1
7725826144,2,2,5,3,3,4,2,1,2,2,3,5,1,0,2,2,5,0,3,1
4973110343,5,0,0,4,5,5,0,2,0,2,1,0,2,1,3,0,0,0,5,4
1689973662,5,0,4,2,1,1,2,0,5,5,1,0,5,0,0,5,0,4,4,3
7057325726,4,2,4,5,4,4,4,1,3,2,5,0,0,1,0,4,0,1,0,5
5668797556,0,3,3,4,2,4,1,4,5,2,1,1,3,3,3,1,1,2,2,0
1014192022,1,2,1,0,5,3,1,4,2,2,2,4,3,5,5,2,3,2,4,0
3017480276,0,4,4,2,4,0,4,4,0,5,3,5,1,3,1,5,2,5,3,3
1324988537,3,4,4,2,4,5,4,3,4,0,2,1,3,3,3,4,2,3,2,4
